epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,consistency_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
1,0.059722317199856954,0.030614313419635702,0.013888584224198676,0.24276371812162223,0.0006522611734117498,0.0006200275771345578,0.0066894669783608045,0.1218783690009893,0.001,0.020288342475731132,31.90474510192871,20.432574342589795,83641.66509726025
2,0.05484326420911799,0.028461858493889252,0.014452289877048025,0.13161570896491684,3.2008078348617846e-06,0.00019895761829363096,0.00019972768587298102,0.08780735283013466,0.001,0.01907667210696985,29.485518217086792,21.228477451755086,86899.73876329207
3,0.05122333474777228,0.027628887535595312,0.014842840454375452,0.1200632257215633,3.2462449776190023e-06,7.993994744192271e-05,8.023245753768611e-05,0.08126350628891259,0.001,0.01873587014616404,29.2721529006958,21.553041499793245,88228.36430232978
4,0.04956109685811894,0.02804775381597077,0.015205939876007065,0.11334476869073382,4.0084561103510495e-06,3.458096110197252e-05,3.51561756461187e-05,0.07790817920765286,0.001,0.01802425281190388,29.646254777908325,21.653071471551826,88637.84191936617
5,0.048401582791852804,0.027326443777760355,0.015542556988818148,0.10868469926248664,4.264595437228398e-06,1.5879189801750832e-05,1.6439143532555978e-05,0.07557805981470488,0.001,0.01747309746923485,29.429702043533325,21.751503251847446,89040.77628129059
6,0.04756210265578302,0.027260246050612228,0.01584285604081865,0.10511770662765928,5.1277800900468865e-06,8.901802893776495e-06,9.326130302138906e-06,0.07384479749705665,0.001,0.01714660362711896,29.55591654777527,21.79499881912942,89218.82813327736
7,0.0468088560994783,0.02680073937446606,0.016087748784503322,0.10209676025698156,5.0045391773517095e-06,5.831389392249638e-06,6.262890323595585e-06,0.07233538233464536,0.001,0.016831146194628138,28.922324180603027,21.893302257936526,89621.23882091856
8,0.04639320555457308,0.026869844917843982,0.01634770508089954,0.09966952130884114,5.73125007836697e-06,5.433214137867443e-06,6.446617902088153e-06,0.07131299165178541,0.001,0.01655142624473965,28.991021394729614,21.962449026113024,89904.29427672531
9,0.046156470058200186,0.026732064897149074,0.016597300890741722,0.09763145177093752,5.603861248215794e-06,5.606985913775491e-06,5.7935235233143555e-06,0.07056661279035542,0.001,0.01617545198272068,29.22605872154236,22.000393876819615,90059.62341528207
10,0.0459186399492658,0.026759452186524868,0.016803160755455127,0.0958823743933366,5.387654050205798e-06,5.324243340023462e-06,5.670579216614568e-06,0.0698914388531823,0.001,0.015944656003209438,29.482261896133423,22.007655420901365,90089.34921763824
