epoch,train_emd,val_emd,loss,lr,wall_time,diag_bce,leak_loss,ortho_loss,recon_loss,consistency_loss,total_loss,grad_norm,it_per_sec,samples_per_sec
1,0.035826487959293295,0.03134594834409654,0.20975546870219008,0.0005,9.402400255203247,0.012646701494770601,0.6747281839532301,0.004687691624045433,0.0012536494259545502,0.04652800649589251,0.20975546870219008,0.03434864667144196,12.859800944140188,52439.58203370669
2,0.06381500167541268,0.03984476113691926,0.11631821404775983,0.0005,26.23464846611023,0.01254430700339808,0.2025241595654448,0.000482946579933382,0.0005990070490982415,0.017639771180827754,0.11631821404775983,0.026441227367594224,6.770554389362534,27608.91989917225
3,0.06598521424226525,0.037148786475881934,0.09841314333736124,0.0005,7.101155042648315,0.013404785016597795,0.12567031568239542,0.00019673931531219413,0.0005421276889310395,0.009364634740728238,0.09841314333736124,0.02682719858409452,8.472538035433967,34549.25823830219
4,0.06353753697404191,0.03643123363144696,0.08953540062603145,0.0005,52.6792209148407,0.01385781384450345,0.10196183763505999,8.672341221629849e-05,0.000502272983118199,0.004485046036910912,0.08953540062603145,0.028166739824266474,5.066809191899094,20661.400610608904
5,0.06231842485587459,0.0345105892047286,0.08425328174676862,0.0005,7.282817840576172,0.014257304639794117,0.08671060093670838,4.1854400629098794e-05,0.00045562738986601204,0.002074584776674174,0.08425328174676862,0.029192885383963585,5.884836755383831,23997.147967878635
6,0.06143564881741508,0.03415715345181525,0.08054735616951202,0.0005,52.494285583496094,0.01459439606059435,0.0758704641018032,2.2707836401686342e-05,0.00040284268609017197,0.0010153627439694526,0.08054735616951202,0.02938226280995637,4.6747924090470105,19062.837343770894
7,0.06062948417441904,0.03431725734844804,0.07773221820037306,0.0005,7.166576385498047,0.014882084113076207,0.06803733227420444,1.2881306585678273e-05,0.00034864157513322784,0.0005724866923102571,0.07773221820037306,0.029033190932525092,5.2133431794772,21258.93616170474
8,0.059923279722613736,0.03322866023518145,0.0754686499354302,0.0005,52.70996022224426,0.015139043146421102,0.061906157877327,7.487291531264012e-06,0.00030007215783438713,0.00038074798548155396,0.0754686499354302,0.029194640996288664,4.498604707620652,18344.38039161452
9,0.059307777469069504,0.033268123399466276,0.07360065868316487,0.0005,7.0630199909210205,0.01536509473923563,0.0569491935970862,4.717502385822379e-06,0.0002608594712166285,0.00029025117463570796,0.07360065868316487,0.029229638867141788,4.900085812706189,19981.537379739362
10,0.05864567023294031,0.03250583983026445,0.07190951424775108,0.0005,53.33890414237976,0.015539672772192266,0.052865836492254716,3.0016193355279465e-06,0.00022957786330318248,0.00024126943483205958,0.07190951424775108,0.02889591911114937,4.39073855233292,17904.524546086013
11,0.05787348855009749,0.0322243218543008,0.07023051950298391,0.0005,7.542398452758789,0.01570513587414233,0.04926181458367789,2.355638952777997e-06,0.0002038195722761433,0.00020959785844060815,0.07023051950298391,0.0282957961336394,4.701143903080909,19170.293396893165
