epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
1,0.034971521058974185,0.02433759532868862,0.01807552227396364,0.09799089162679743,0.011435760933644146,0.35772836947244063,0.09638565700628203,0.001,0.2705727059409515,7.501551866531372,13.481030866017099,54972.79428389479
2,0.021087000346627117,0.018966475734487176,0.016893048932360225,0.03376964847595731,0.004066428351446925,0.34791585113391404,0.06472764041415255,0.001,0.0693262669234729,6.143510103225708,15.98139509135346,65168.78312018766
3,0.019040965421263836,0.01826553524006158,0.017380287716827116,0.026010662532788664,0.0013055437622584156,0.34694110583667914,0.060368296014354755,0.001,0.053012592979699125,6.617046117782593,16.658769487214144,67931.00595227766
4,0.01808366636660966,0.01704940153285861,0.017407022093322653,0.021984139334194918,0.0017779366270069433,0.34426098864925797,0.05818359372778489,0.001,0.04480379827566876,5.928534746170044,17.44555207214337,71139.3489497538
5,0.01735855054017926,0.01653249771334231,0.017479303223658198,0.019136528830882932,0.0033616467055764573,0.3393434101392415,0.05641318843238179,0.001,0.04123334552754055,5.94437575340271,17.945713175280893,73178.90277394207
6,0.017110916116267198,0.016212331654969603,0.01762091767135238,0.01699003814296289,0.005037426259676533,0.3323486590188397,0.05509703417985955,0.001,0.036258137392357365,6.3326098918914795,18.11823070650691,73882.39039497517
7,0.01687961287242322,0.01607022259850055,0.01769706811601958,0.015128779940861316,0.005837297421102681,0.3244429843977463,0.05368983603952345,0.001,0.032198616003325166,6.184726238250732,18.29714699640778,74611.97851630635
8,0.016758636917826558,0.01637543918332085,0.01785304819133656,0.013529736810356132,0.005515646566598376,0.3171480431044397,0.0524074400875194,0.001,0.030327423375623285,6.474156379699707,18.33481216106353,74765.56871822664
9,0.01671116851454924,0.016166499932296574,0.017951450964882355,0.012264253155997962,0.004462373725808233,0.3122021735699709,0.05144368653312664,0.001,0.02777588356686525,6.222275257110596,18.451953900415965,75243.24832359144
10,0.01657527111747787,0.01607781765051186,0.018160297065850133,0.011044994489220548,0.003266196615208895,0.30871578853977616,0.05053471825528152,0.001,0.026191942778623793,6.114795207977295,18.577350041948414,75754.59073882717
11,0.016503846095797938,0.015978441457264125,0.018300833118971713,0.010039146135230203,0.002397643965053226,0.30672276414130345,0.04992567344024116,0.001,0.025803818744568784,6.353338718414307,18.618893917990132,75923.99694785387
12,0.01638843103750678,0.01616912509780377,0.018462932938017138,0.00923015438174167,0.0019494483414806488,0.3056567168432819,0.04945658615141845,0.001,0.023969380569852088,6.0660505294799805,18.716479012033815,76321.93014794355
13,0.01642107856575369,0.015812783443834633,0.01847110176074111,0.008609089065219991,0.0015143229845480239,0.3048191018833602,0.04920669331884951,0.001,0.024696905981780082,6.201394319534302,18.77531543360827,76561.85343694473
14,0.016250948029116166,0.01595500425901264,0.018572687794846936,0.007955437429895825,0.001178495995296273,0.30419110931640814,0.04877676791776057,0.001,0.0224816035556276,6.332437038421631,18.793831185740913,76637.35811991795
15,0.016207635833704766,0.01578648219583556,0.0186361505319018,0.007458887659475084,0.001038335328671527,0.30386032348821973,0.04856222363026266,0.001,0.022783993874207015,6.607101678848267,18.761015587348226,76503.54211715198
16,0.01601317838942709,0.01504209148697555,0.01857381617296333,0.007043268512318696,0.0009419051997656049,0.30364602089913423,0.04823278812739675,0.001,0.02156329148810757,6.034116744995117,18.832128440550377,76793.5240362935
17,0.015545105453857705,0.01503308757673949,0.018551634362906463,0.006817947084099547,0.0008578637190555676,0.3034721058754882,0.04768258918433697,0.001,0.021422582963281426,6.212847948074341,18.864007785130294,76923.52403902788
18,0.01543175403706052,0.014841334952507168,0.018703089118742747,0.006376941988537135,0.0008087056763046844,0.3034100589180781,0.047447865993633084,0.001,0.020159369750210078,6.395899295806885,18.863374588979983,76920.94084688145
19,0.015373211284745331,0.014791908499319106,0.01880414868620309,0.006078138724277335,0.0007168868581152498,0.3033180355040495,0.04729623820203114,0.001,0.01995188151755609,6.5485639572143555,18.83858014689697,76819.83591954104
20,0.015123511826203874,0.01482615142595023,0.0188894827719316,0.005834027358969627,0.0006595457086728285,0.3032162295392722,0.04696959619074079,0.001,0.019449436513722437,6.074596405029297,18.885956856255348,77013.02699343422
21,0.015071289736993057,0.014565303979907185,0.018959843484330767,0.005584699197957092,0.000637330994931673,0.3031956018987766,0.046850757825853157,0.001,0.019104825663726684,6.380680799484253,18.889615052748884,77027.94436856944
22,0.014961260917388704,0.01461401570122689,0.01901551743984715,0.005376782275982632,0.0006649284308472233,0.30327935873969525,0.04669988520343861,0.001,0.018822858379461058,6.15518593788147,18.91967056837621,77150.50572473499
23,0.01496720197802979,0.014497387513983995,0.019117827380984283,0.00513276535525056,0.0005690630141468642,0.30314325473525305,0.04662162509178242,0.001,0.01848600700897865,6.307907819747925,18.930895910275613,77196.28067760797
24,0.014894584193825722,0.014318271772935987,0.019170577014403896,0.0049652591316906875,0.0005313623085625716,0.30313217763073186,0.04650225297067784,0.001,0.017979730513285507,6.271884441375732,18.941842953885853,77240.91871880669
25,0.014803857434818074,0.014138498809188604,0.01927815319215956,0.004724140694626599,0.00046415407617561024,0.30296738088623554,0.04632804610471584,0.001,0.017061362820408068,6.385923624038696,18.939306804036534,77230.57845297034
26,0.014772018094447033,0.01423160411650315,0.01935744000798907,0.004513506150288769,0.00042747873882666875,0.3029610721532964,0.046239249721231536,0.001,0.01634278685654983,6.076114892959595,18.97217098878381,77364.59130876034
