epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
1,0.02534702338647744,0.015811265096999705,0.015476162029691964,0.08641079014305733,0.007505419425481607,0.355617611861426,0.08326202405093253,0.001,0.17978677683132738,9.015207767486572,11.235631377372131,45816.56407341368
2,0.015265820163094308,0.014715160708874464,0.015363317775763264,0.021690919241013604,0.002859525646136935,0.3478206447825944,0.055756567016220844,0.001,0.08956453336541317,8.098394632339478,12.80930476394928,52233.683774956895
3,0.013932445617623565,0.01307730475673452,0.015635051041041032,0.017354054792114527,0.0017395735302678317,0.3438607008496592,0.0528309867536449,0.001,0.06966393647238242,7.905792474746704,13.525599204404292,55154.58333115462
4,0.013302132856747336,0.012895431835204363,0.015718317475200683,0.015139061095547085,0.004351961178212496,0.33322764526713977,0.05084485877516934,0.001,0.06159804473546418,7.54367733001709,14.060512166337285,57335.8575930204
5,0.01309666478590778,0.012931816512718797,0.01579148357749478,0.013649840762238364,0.005718053849644898,0.3226577506577673,0.0493467054272086,0.001,0.053326739629438104,8.45839786529541,14.09793531721375,57488.462636198776
6,0.012981703412557437,0.012833129498176277,0.01599305881233501,0.012260105853423107,0.004388454847407242,0.31496628749469097,0.047982204110123036,0.001,0.045585534158201255,8.186040163040161,14.207371861513606,57934.72271894241
7,0.012976964189062926,0.01273695781128481,0.016094545171834715,0.011129516238454451,0.003691777267516398,0.31078362932875137,0.04720688390830331,0.001,0.042019607468454304,7.89536190032959,14.350511732615976,58518.41548149826
8,0.012927040188334698,0.012845508521422744,0.01631209917735955,0.01007784361189062,0.0026785626618791958,0.3079161020842465,0.046505967565919924,0.001,0.04363820373950418,9.119527578353882,14.199824015457587,57903.94463932588
9,0.012820303940391246,0.012192125257570297,0.01651540347798304,0.0091719506462374,0.002236667148815083,0.3065740313411744,0.04599436145094954,0.001,0.03919741642191883,9.061744213104248,14.100422156279645,57498.60433791606
10,0.012740716522882792,0.012213185429573059,0.01670344866627504,0.008381116700412567,0.0017954375458234721,0.3055933822285045,0.045574877675418735,0.001,0.03541983431589998,8.675320625305176,14.079532281162512,57413.42141841274
11,0.01270349795568334,0.012196586292702705,0.01681917816523678,0.007753055092439918,0.0015225011426262742,0.3049592425015347,0.04528993609320942,0.001,0.03540910854319895,8.471373081207275,14.09780391185859,57487.92926036495
12,0.01261239149415296,0.012010281847324222,0.016976920995584205,0.0071794957515190945,0.0013492926358714822,0.3045623955155207,0.04499843424717196,0.001,0.033997420036842016,7.8948657512664795,14.192595841862392,57874.46957730918
13,0.012452368339723793,0.012116177182178944,0.017104547409232982,0.00679209818370825,0.0011743196754808699,0.30419296297160064,0.044687121150359006,0.001,0.031856496125644396,8.02209997177124,14.253749204053854,58123.84263218316
14,0.012396964914173135,0.012185140512883663,0.017115342238348378,0.006400559874913417,0.0011281660067163839,0.3040946401840399,0.04451938550197712,0.001,0.03258907919641861,8.171544790267944,14.291913091912575,58279.466604103545
15,0.012362509273177336,0.011953143635764718,0.017200448327074368,0.006006151799512796,0.000997806409535514,0.30385587924768115,0.044349415788777206,0.001,0.032246876615753844,8.128640413284302,14.330000237632945,58434.77637531954
16,0.012228086883248376,0.012039229390211403,0.017324807984400385,0.0058024118785276885,0.0009838828310940015,0.30384243347428064,0.04416132148341777,0.001,0.030296581774211125,8.086392164230347,14.364483864971103,58575.39536402129
17,0.012193815751878683,0.011737308523152024,0.017431020151731397,0.00548584531792555,0.0008256222556291287,0.30363077639548247,0.04401091694647123,0.001,0.02948651586713131,7.978858709335327,14.40921549982985,58757.802225682164
18,0.012141524452315875,0.012428943009581417,0.017514879407345755,0.0051608749757682485,0.0007806178107799978,0.3035518605847004,0.043864991035805975,0.001,0.02828346216697092,8.663942098617554,14.381078178959948,58643.06413187171
19,0.012124774892899122,0.011630806373432279,0.01755153732605217,0.004940562527472815,0.0007326034942068437,0.30349208279089496,0.04378238415327751,0.001,0.027362789543083875,7.824459075927734,14.434279468758788,58860.00823904471
20,0.01210049681427065,0.011692981177475303,0.017630134332032244,0.004655966108033726,0.0006556722048327542,0.3034498112753403,0.043675036689296384,0.001,0.02658568011704555,8.037544012069702,14.461666541287395,58971.686023197675
21,0.012069327264162134,0.012136137986090034,0.017702893315514258,0.004488933071386346,0.0006859425028635974,0.30342879620465363,0.04360303440276044,0.001,0.025981972609792858,7.7456042766571045,14.512977113993253,59180.91962362717
22,0.012074187944435384,0.011346614453941584,0.01768044830292217,0.004381985322780107,0.0005474642699888391,0.30330819433385675,0.04355525013551497,0.001,0.028243181241814755,7.837002992630005,14.552663665367712,59342.75459582342
23,0.011962728082271647,0.011578404635656625,0.0177907977745799,0.004181513433875747,0.0005436667206520138,0.30327464627825523,0.04338993774063131,0.001,0.02513577864497654,7.84367299079895,14.58660081390066,59481.14354096537
24,0.011886484389893773,0.011403422860894352,0.017922724774184304,0.003942696029351146,0.0005504587392923076,0.30330683327903435,0.04325788759906423,0.001,0.02288432690999971,7.6284661293029785,14.635614439472036,59681.00964553217
