epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,consistency_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
28,0.07418078184127808,0.07517095655202866,0.01230670791119337,0.374340295791626,0.0037746597081422806,0.0010535649489611387,0.04287523403763771,0.17253620165865868,0.001,0.027080848813056946,1.5082952976226807,0.582681398101998,969.5818127676464
29,0.0737999975681305,0.0751471072435379,0.01229461096227169,0.3601570129394531,0.0035726260393857956,0.00102138239890337,0.041461098939180374,0.16844476154074073,0.001,0.02651134319603443,2.1514434814453125,0.576758141874448,959.7255025715931
30,0.07319697737693787,0.07512533664703369,0.012286273762583733,0.34735724329948425,0.0033196457661688328,0.0009910707594826818,0.0401420034468174,0.16448156019905583,0.001,0.02557804249227047,1.8713834285736084,0.5746953925270744,956.293098223872
31,0.0727948546409607,0.07510428130626678,0.012266559526324272,0.33423566818237305,0.0031213019974529743,0.0009624043595977128,0.038978904485702515,0.16066003277082927,0.001,0.025306228548288345,1.9347083568572998,0.572207289495655,952.1528920086463
32,0.07251372933387756,0.075082927942276,0.012267455458641052,0.3211478590965271,0.002960883779451251,0.0009352483320981264,0.0376567505300045,0.15695598237216474,0.001,0.0250334981828928,2.268249273300171,0.5662363480233906,942.217259260824
33,0.07205761224031448,0.07506188750267029,0.01226081233471632,0.3102429509162903,0.0028418314177542925,0.0009095109417103231,0.03681257367134094,0.1536747415724676,0.001,0.024285996332764626,1.956592321395874,0.5639595348085435,938.4286429796633
34,0.0718214362859726,0.07503688335418701,0.01226393599063158,0.2991175353527069,0.0027493154630064964,0.0008850778685882688,0.03563305363059044,0.15052756482036783,0.001,0.024122510105371475,1.9527356624603271,0.5619300894038336,935.0516319229368
35,0.07135103642940521,0.07500714808702469,0.01226536650210619,0.28814461827278137,0.0025550369173288345,0.000861941953189671,0.034606825560331345,0.14718957144068553,0.001,0.023469291627407074,1.929610252380371,0.560083814727661,931.9794321493129
36,0.07106057554483414,0.07497334480285645,0.012279070913791656,0.2782808244228363,0.002419636584818363,0.0008401074446737766,0.03364310786128044,0.14432106683962045,0.001,0.02321244589984417,1.9604272842407227,0.5579703448416538,928.4626297999309
37,0.07078783214092255,0.07493242621421814,0.012289867736399174,0.26790302991867065,0.002346017397940159,0.0008195766713470221,0.03267231956124306,0.14134738098364322,0.001,0.022834133356809616,1.8025624752044678,0.5574152684996406,927.5389834623874
38,0.07017320394515991,0.07488293200731277,0.01230278518050909,0.2587524950504303,0.0022347113117575645,0.0008003348484635353,0.03197494521737099,0.1383623268455267,0.001,0.022221799939870834,1.7860174179077148,0.5571128061493061,927.0356899901586
39,0.06990907341241837,0.07483013719320297,0.012310911901295185,0.2508244216442108,0.0021442195866256952,0.0007823439664207399,0.03114277683198452,0.13602211286197413,0.001,0.02270650677382946,1.8531882762908936,0.5563415544673819,925.7523182966951
40,0.06970594823360443,0.07476505637168884,0.012325678952038288,0.24253413081169128,0.002040110295638442,0.0007656364468857646,0.030423013493418694,0.13366235696012155,0.001,0.022177962586283684,1.9148533344268799,0.5551267278576731,923.7308384777352
41,0.06933633983135223,0.07469452172517776,0.01235309150069952,0.23330417275428772,0.0019705549348145723,0.000750117702409625,0.0296197347342968,0.13089642375707627,0.001,0.0214068666100502,2.0370543003082275,0.5530471800817337,920.2704898983682
42,0.06890714168548584,0.07461647689342499,0.012377151288092136,0.22576183080673218,0.0019033864373341203,0.0007357928552664816,0.02920427918434143,0.12853194523486308,0.001,0.021407172083854675,2.053683042526245,0.5509685590017807,916.8116477694133
43,0.06866193562746048,0.07452525198459625,0.012390180490911007,0.2187575250864029,0.0018783980049192905,0.000722641998436302,0.02923443354666233,0.126534864254063,0.001,0.021571990102529526,2.083726406097412,0.5487969261274324,913.1980600673658
44,0.06834934651851654,0.07441277801990509,0.012420237064361572,0.21140243113040924,0.0018467844929546118,0.000710576307028532,0.028795719146728516,0.12433526229579,0.001,0.021634729579091072,1.8856394290924072,0.5480870433831087,912.0168185209459
45,0.06800968945026398,0.07428526133298874,0.012445027008652687,0.2034284919500351,0.0017837960040196776,0.0006995383882895112,0.02826177142560482,0.12194132301956415,0.001,0.021621786057949066,1.744544506072998,0.5484032977194457,912.5430714965466
46,0.06766439974308014,0.07413754612207413,0.012465529143810272,0.19671015441417694,0.0017492104088887572,0.0006894677644595504,0.028048066422343254,0.11989061280619352,0.001,0.0219070203602314,1.7620642185211182,0.5485974548935028,912.8661493689954
47,0.06747965514659882,0.07396794855594635,0.012491964735090733,0.1900910884141922,0.0016539122443646193,0.000680211407598108,0.027449211105704308,0.11798076072591356,0.001,0.02233470231294632,1.643960952758789,0.5495145054019732,914.3921216954454
48,0.06693971157073975,0.07378270477056503,0.012514579109847546,0.1827353984117508,0.0016437747981399298,0.0006717290380038321,0.027275336906313896,0.11558264524792321,0.001,0.0225217305123806,1.8577969074249268,0.5490216153575244,913.5719530069473
49,0.06634517014026642,0.07357244938611984,0.012553180567920208,0.17685852944850922,0.0015885133761912584,0.0006639787461608648,0.027242228388786316,0.11350927455350757,0.001,0.023086974397301674,1.9786250591278076,0.5477782036212934,911.5029113902833
50,0.06626343727111816,0.0733572244644165,0.012578853406012058,0.16967986524105072,0.0015945930499583483,0.0006568834069184959,0.027136245742440224,0.11162217580131255,0.001,0.02320563606917858,1.7575621604919434,0.5479254347650865,911.7479067741606
51,0.06572726368904114,0.07312073558568954,0.012626828625798225,0.16334189474582672,0.0015358325326815248,0.0006504259072244167,0.026639901101589203,0.10944535332964733,0.001,0.024061055853962898,1.6830766201019287,0.5485495098981745,912.7863704260668
52,0.06541129946708679,0.07284621894359589,0.012665823101997375,0.15619710087776184,0.0015001868596300483,0.0006445455946959555,0.026620756834745407,0.1073371236154344,0.001,0.023708846420049667,1.7471282482147217,0.5487346510578025,913.0944455764746
53,0.06496129184961319,0.07252220809459686,0.012695317156612873,0.15002761781215668,0.0014698243467137218,0.0006391651695594192,0.02651301398873329,0.10533039665315301,0.001,0.02438354305922985,1.7402153015136719,0.5489727202075031,913.4905928899093
54,0.06429682672023773,0.07215680181980133,0.01271739974617958,0.14476600289344788,0.001482136081904173,0.0006342672277241945,0.02668427675962448,0.103368395450525,0.001,0.024782748892903328,1.833106279373169,0.548683903796197,913.0100004343348
55,0.06362772732973099,0.07173993438482285,0.012757256627082825,0.13820211589336395,0.001464368193410337,0.000629773479886353,0.026752961799502373,0.10106296665035189,0.001,0.024995677173137665,1.7264580726623535,0.5489811849271854,913.5046765013235
56,0.06304627656936646,0.07124786823987961,0.012807507999241352,0.132231667637825,0.0014269896782934666,0.0006256680353544652,0.02656121924519539,0.09896558117470704,0.001,0.02503526583313942,1.6182861328125,0.5499005433067663,915.0344912088547
57,0.06243862584233284,0.0707160234451294,0.012843627482652664,0.12660065293312073,0.0014051723992452025,0.0006218654452823102,0.026410849764943123,0.09693257783656009,0.001,0.024909310042858124,1.6443426609039307,0.5506530266070317,916.286623611414
58,0.061536818742752075,0.07026075571775436,0.012909947894513607,0.1207461804151535,0.0013701638672500849,0.0006183807272464037,0.026410933583974838,0.09456331166438758,0.001,0.023146018385887146,1.8242924213409424,0.550406622189723,915.8766068904691
59,0.06100217252969742,0.06996403634548187,0.012954482808709145,0.11587962508201599,0.0013841906329616904,0.0006151569541543722,0.026689672842621803,0.0928409808431752,0.001,0.022456001490354538,1.622081995010376,0.5511692371812354,917.1455963704535
60,0.060930285602808,0.06977832317352295,0.01299244724214077,0.10959909856319427,0.0013573128962889314,0.0006121867918409407,0.026513734832406044,0.09117838369566016,0.001,0.022835802286863327,1.6538810729980469,0.5518063541097349,918.2057571319369
61,0.06023625284433365,0.06966116279363632,0.013063394464552402,0.10485544055700302,0.001332575804553926,0.0006094248383305967,0.02604871615767479,0.08924918466364033,0.001,0.022300342097878456,1.819702386856079,0.551510678999767,917.7137560081732
62,0.05976709723472595,0.06964224576950073,0.013104874640703201,0.09942626953125,0.001311655156314373,0.0006068390794098377,0.02573491632938385,0.08738900567404925,0.001,0.021040378138422966,1.6685216426849365,0.5520620643741253,918.6312595170028
63,0.05935985594987869,0.06963290274143219,0.013145116157829762,0.09582024812698364,0.0012788090389221907,0.00060440314700827,0.02551276423037052,0.08605451562325471,0.001,0.019869348034262657,1.8631281852722168,0.5515538627497468,917.7856122899356
64,0.05912156030535698,0.06958028674125671,0.013196507468819618,0.09055411070585251,0.0012588684912770987,0.0006020975997671485,0.025318671017885208,0.08447805169271304,0.001,0.01816713809967041,1.9392082691192627,0.5507209434417312,916.3996404866343
65,0.05895116925239563,0.06940457969903946,0.013224820606410503,0.08741666376590729,0.0012489501386880875,0.0005999122513458133,0.02538377232849598,0.08352859866572544,0.001,0.018662825226783752,1.9418725967407227,0.5499830006021676,915.1716871552169
66,0.058645039796829224,0.06908799707889557,0.013284421525895596,0.08286896347999573,0.0012367842718958855,0.0005978281842544675,0.02527700550854206,0.0820734424632974,0.001,0.017363624647259712,1.715385913848877,0.5502634640358769,915.6383914151288
67,0.05867818742990494,0.06858479231595993,0.013334325514733791,0.07898898422718048,0.0011981814168393612,0.0005958560504950583,0.024917999282479286,0.08109663716168143,0.001,0.017176633700728416,1.7126691341400146,0.5505633643641061,916.1374293275179
68,0.05773144215345383,0.06802279502153397,0.013392141088843346,0.07579708099365234,0.001194793963804841,0.0005939790862612426,0.025040222331881523,0.07936361194006168,0.001,0.015455585904419422,1.6084091663360596,0.551346444667515,917.4404732856847
69,0.057959046214818954,0.06747560203075409,0.013441608287394047,0.07236935198307037,0.001153028104454279,0.0005921917036175728,0.02475900761783123,0.07870180695317686,0.001,0.015777917578816414,1.6552019119262695,0.5519040835487734,918.3683880197816
70,0.05767987668514252,0.06687852740287781,0.013500838540494442,0.06891579926013947,0.0011620273580774665,0.0005904660793021321,0.02454347535967827,0.07753842337988316,0.001,0.014643380418419838,1.6871309280395508,0.5523041798547996,919.0341414477549
71,0.05751558393239975,0.06610356271266937,0.013544982299208641,0.06585146486759186,0.001153614604845643,0.0005888246232643723,0.02430548518896103,0.07658324259100481,0.001,0.01732078194618225,1.6488664150238037,0.5528191767967487,919.8910999438333
72,0.05717538669705391,0.06509768962860107,0.013579637743532658,0.06321798264980316,0.0011260428000241518,0.0005872471956536174,0.023909736424684525,0.07554218500154093,0.001,0.014641279354691505,1.8232481479644775,0.55260814875228,919.539934283946
73,0.056787919253110886,0.06424593180418015,0.013603931292891502,0.06149425357580185,0.0011132222134619951,0.0005857280339114368,0.024129163473844528,0.07474429401918314,0.001,0.013378740288317204,1.748990535736084,0.5527041081718362,919.6996243766552
74,0.05647817999124527,0.06358209997415543,0.013626813888549805,0.059333667159080505,0.0011104557197540998,0.0005842933896929026,0.02387845329940319,0.07386891702190043,0.001,0.014386648312211037,1.8441011905670166,0.552345059599723,919.102169360214
75,0.056418079882860184,0.06300884485244751,0.013670679181814194,0.05702725425362587,0.0010784101905301213,0.0005829334841109812,0.023486128076910973,0.07318964062142184,0.001,0.015091913752257824,1.7881474494934082,0.552277708568163,918.9900989903282
76,0.055747296661138535,0.06251397728919983,0.013685505837202072,0.05491924658417702,0.0010784517508000135,0.0005816241609863937,0.023238711059093475,0.07196698700427077,0.001,0.014883892610669136,1.6277873516082764,0.5528622872171084,919.9628251869593
77,0.055867768824100494,0.06198818236589432,0.013693888671696186,0.053416475653648376,0.001073084189556539,0.000580363383051008,0.023038361221551895,0.07169106861692853,0.001,0.015373359434306622,1.6110177040100098,0.5534804550495745,920.9914645755772
78,0.05540110543370247,0.06153289973735809,0.013758635148406029,0.05093169957399368,0.0010326191550120711,0.0005791587173007429,0.022559011355042458,0.07055110924993642,0.001,0.013723551295697689,1.75917649269104,0.5535141156755816,921.0474791342571
79,0.05498658865690231,0.061023369431495667,0.013774263672530651,0.04908984526991844,0.001013088272884488,0.0005780246574431658,0.02224365994334221,0.06964252726174891,0.001,0.01480910461395979,1.6490685939788818,0.5540038949673739,921.8624719778084
80,0.054734375327825546,0.06035856902599335,0.013808129355311394,0.047704219818115234,0.0009963071206584573,0.0005769232520833611,0.021878095343708992,0.06900556285399942,0.001,0.01563083566725254,1.6237123012542725,0.554555277869596,922.7799716994358
81,0.054443925619125366,0.059459440410137177,0.013847929425537586,0.0459776371717453,0.0009834020165726542,0.0005758587503805757,0.021913444623351097,0.06828560545109212,0.001,0.017469679936766624,1.5816888809204102,0.5552557702318063,923.9455895852359
82,0.05383113771677017,0.05854460224509239,0.01382496953010559,0.044967617839574814,0.0009743333794176579,0.000574833364225924,0.02148185297846794,0.06737614414887504,0.001,0.015628831461071968,1.6771867275238037,0.5555807432045637,924.4863462386475
83,0.05370062589645386,0.05781618505716324,0.013852473348379135,0.04358276352286339,0.0009513881523162127,0.0005738302716054022,0.02126368135213852,0.06687520675477573,0.001,0.015818307176232338,1.6987390518188477,0.5558369210843103,924.9126219166862
84,0.05258726328611374,0.057296425104141235,0.013897290453314781,0.042377863079309464,0.0009402611758559942,0.0005728591931983829,0.021088527515530586,0.0654418938443996,0.001,0.01440947875380516,1.681342363357544,0.5561312898013656,925.4024574651158
85,0.05233076214790344,0.05700341612100601,0.013913728296756744,0.04169739410281181,0.0009214087622240186,0.0005719074979424477,0.02069733291864395,0.06497417559148744,0.001,0.013574331998825073,1.658083438873291,0.5565057419045885,926.0255314014652
86,0.05230741947889328,0.056726403534412384,0.013954849913716316,0.039991434663534164,0.0009231397998519242,0.0005709872930310667,0.02049003727734089,0.06450369458179922,0.001,0.012754041701555252,1.735633373260498,0.5566028055819319,926.187058484102
87,0.05226335674524307,0.05643274635076523,0.01397758536040783,0.03942663595080376,0.00089931400725618,0.0005700802430510521,0.020271675661206245,0.06429412272409536,0.001,0.01011558435857296,1.691161870956421,0.5568461962445734,926.5920592390935
88,0.051826685667037964,0.05615516006946564,0.013988304883241653,0.0381351038813591,0.0009085035417228937,0.0005691815749742091,0.02016999013721943,0.0635252291627694,0.001,0.009992039762437344,1.873875379562378,0.5564557329125628,925.9423200231092
89,0.05183875188231468,0.05598437786102295,0.014001591131091118,0.037121374160051346,0.0008696708246134222,0.0005682925693690777,0.01991301029920578,0.06325419279164635,0.001,0.010655841790139675,2.0161547660827637,0.5555592950714657,924.4506559922926
90,0.05160209536552429,0.05583011358976364,0.01402045227587223,0.035996269434690475,0.000856000988278538,0.0005674240528605878,0.019578654319047928,0.06270137066021561,0.001,0.01103487890213728,1.8898935317993164,0.5551335655714452,923.7422436016861
91,0.051584936678409576,0.05570134148001671,0.013989469967782497,0.034831587225198746,0.0008444090490229428,0.0005665588541887701,0.019481247290968895,0.06238205500412733,0.001,0.009651090949773788,2.0073466300964355,0.5542966828459462,922.349666860844
92,0.051013823598623276,0.05559014528989792,0.013977942056953907,0.03457624837756157,0.0008418445358984172,0.0005657143774442375,0.019556056708097458,0.06175424725515768,0.001,0.009994103573262691,1.7956526279449463,0.5542163070881507,922.2159270474592
93,0.050987716764211655,0.05558832734823227,0.013977939262986183,0.033218640834093094,0.0008317742613144219,0.0005648937658406794,0.019177168607711792,0.06134976063622161,0.001,0.010846016928553581,1.9117486476898193,0.5537589257292735,921.4548458728455
94,0.05082669109106064,0.05565942823886871,0.013978414237499237,0.032434362918138504,0.0008105459273792803,0.0005640852032229304,0.01893273927271366,0.06096601886092685,0.001,0.010142961516976357,2.032426357269287,0.55288713706191,920.0041831695679
95,0.05091174691915512,0.05576801672577858,0.013994177803397179,0.03226732090115547,0.0008057915838435292,0.0005632855463773012,0.018840176984667778,0.06099950255593285,0.001,0.010280336253345013,1.903740644454956,0.552579158615363,919.4917084596793
96,0.05085773766040802,0.055805884301662445,0.014017554931342602,0.03154722601175308,0.0007800809689797461,0.0005624938639812171,0.01858573406934738,0.060737375053577125,0.001,0.00968053750693798,1.9034011363983154,0.5522793565645381,918.9928417604445
97,0.050703465938568115,0.05590996891260147,0.014062074013054371,0.030235113576054573,0.0007594762719236314,0.0005617119022645056,0.018218697980046272,0.0602162329480052,0.001,0.011463296599686146,1.8940975666046143,0.5520157332063009,918.5541725774505
98,0.05077532306313515,0.05592717230319977,0.01407172903418541,0.029640527442097664,0.0007493371376767755,0.0005609381478279829,0.01809517852962017,0.06012600030517205,0.001,0.008965435437858105,1.9215726852416992,0.5516720647166169,917.9823070640808
99,0.05046496167778969,0.055957116186618805,0.01409065444022417,0.02860390767455101,0.0007342617609538138,0.0005601693992502987,0.017561402171850204,0.05950152192963288,0.001,0.00951040256768465,1.7428722381591797,0.5518847370579965,918.3361939206678
100,0.050448477268218994,0.0560445711016655,0.014120470732450485,0.028220463544130325,0.0007197274244390428,0.0005594018148258328,0.017256230115890503,0.05935712908976711,0.001,0.008689437992870808,1.8110978603363037,0.5518852575446093,918.3370600958137
101,0.05042720586061478,0.05612191557884216,0.01412744726985693,0.028078364208340645,0.0007218437385745347,0.0005586414481513202,0.017229145392775536,0.05929775997065008,0.001,0.008405804634094238,2.1184005737304688,0.5509608077792232,916.7987662589783
102,0.05022808164358139,0.05619412660598755,0.014125069603323936,0.02753417380154133,0.0006974341231398284,0.0005578855634666979,0.01691853441298008,0.058929010503925384,0.001,0.010678792372345924,2.2135074138641357,0.5497736424951241,914.8233258290339
103,0.050505589693784714,0.05628145486116409,0.014134768396615982,0.026851244270801544,0.0006721029640175402,0.0005571341025643051,0.016563380137085915,0.05899766248185188,0.001,0.011795837432146072,1.9170868396759033,0.5494823785559927,914.3386697764715
