epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
1,0.11226187646389008,0.07564566284418106,0.014103787019848824,0.805327832698822,0.03177274763584137,0.40241286158561707,0.35701239556074144,0.001,0.026150956749916077,4.6690287590026855,0.21213102232813055,352.9857533650195
2,0.11125614494085312,0.07564228773117065,0.01401539333164692,0.7983412146568298,0.0026634368114173412,0.38972607254981995,0.3500803995411843,0.001,0.011987182311713696,4.549431324005127,0.21531973034621535,358.2919669193538
3,0.10969206690788269,0.07567954063415527,0.013880866579711437,0.7842170000076294,0.002356243319809437,0.3844405710697174,0.3444259983487427,0.001,0.02418447472155094,4.390223741531372,0.21693630453497972,360.981973405043
4,0.10534988343715668,0.07579462230205536,0.013613509945571423,0.7511038780212402,0.004333888180553913,0.38000842928886414,0.3315600846894085,0.001,0.05764240771532059,4.399155139923096,0.21943546992350385,365.14058374623056
5,0.09512215852737427,0.0761469304561615,0.01318360585719347,0.681547999382019,0.007532345596700907,0.37624844908714294,0.3038872378412634,0.001,0.09471234679222107,4.477832317352295,0.22019655375686104,366.40702313225245
6,0.0891975462436676,0.07712021470069885,0.012711841613054276,0.558375895023346,0.00835398305207491,0.374351441860199,0.2670620624907315,0.001,0.09722752869129181,4.523119688034058,0.22033862867689047,366.6434556473941
7,0.08576708287000656,0.07931172847747803,0.012593626044690609,0.41724076867103577,0.012601169757544994,0.3722477853298187,0.22856217054650188,0.001,0.13400401175022125,4.772680282592773,0.21872178991954552,363.9530421582531
8,0.07806137204170227,0.08436283469200134,0.013155589811503887,0.31697773933410645,0.02177061140537262,0.3721989393234253,0.19670276194810868,0.001,0.1689978688955307,4.652212381362915,0.21823925142598075,363.1500931153587
9,0.07216472178697586,0.08773438632488251,0.014426494017243385,0.24738360941410065,0.016792504116892815,0.37082377076148987,0.17277225162833929,0.001,0.18447422981262207,4.639578342437744,0.21793190099189066,362.63866022097045
10,0.07349856942892075,0.08778062462806702,0.016110217198729515,0.19682244956493378,0.009534187614917755,0.37090688943862915,0.16074828952550888,0.001,0.26032426953315735,4.976198434829712,0.2161026319330994,359.5947554511116
11,0.07381536066532135,0.1327040195465088,0.01800617016851902,0.16922488808631897,0.0186048224568367,0.37137553095817566,0.15511961802840232,0.001,0.2816188633441925,5.1586222648620605,0.21386790916087042,355.8761892961343
12,0.09408210217952728,0.10447123646736145,0.020486943423748016,0.13046018779277802,0.007826787419617176,0.370758593082428,0.16455568717792632,0.001,2.445909023284912,5.030041694641113,0.21252407311576796,353.6400382525718
