color_index,layout_index,prompt,style_sinkhorn,style_cos,sinkhorn_sinkhorn,sinkhorn_cos,style_f1,style_iou,style_ssim,sinkhorn_f1,sinkhorn_iou,sinkhorn_ssim,attempts,style_time,sinkhorn_time
1006,400,"a car, advertisement style, professional photography",0.03702641278505325,0.21664899587631226,0.04098817706108093,0.2104000747203827,0.23465490137839282,0.13292296338538212,,0.2964464428364714,0.17401650925856746,,1,4.122730731964111,4.352772951126099
1006,507,"a car, advertisement style, professional photography",0.05328365042805672,0.3008812963962555,0.027035105973482132,0.2758781611919403,0.17193093918774663,0.0940505713027546,,0.17134846812233334,0.09370208892295787,,2,4.225315570831299,8.541073322296143
1007,30,"a car, advertisement style, professional photography",0.028196223080158234,0.25770604610443115,0.035546064376831055,0.28199315071105957,0.29617667554351185,0.17383062656898257,,0.23052117580177134,0.13027631246076316,,1,4.309353828430176,4.2465760707855225
1007,71,"a car, advertisement style, professional photography",0.035498376935720444,0.23553308844566345,0.03563045710325241,0.28330525755882263,0.2656895824213533,0.15319609468545461,,0.299075215340803,0.1758309471166023,,2,4.100296258926392,8.615924835205078
1007,400,"a car, advertisement style, professional photography",0.03227826580405235,0.2287580370903015,0.03468869626522064,0.18847784399986267,0.23737733470290787,0.13467280315402033,,0.24731926113346786,0.14110913424418173,,1,4.136840581893921,4.2213263511657715
1007,507,"a car, advertisement style, professional photography",0.04653848335146904,0.29521799087524414,0.03395196422934532,0.2816147804260254,0.14694641912842563,0.07929960632234467,,0.2223147818578266,0.12505857614899218,,3,4.18366813659668,12.778773546218872
1008,30,"a car, advertisement style, professional photography",0.03333891183137894,0.25687265396118164,0.02647165209054947,0.23943914473056793,0.27448263489767283,0.15907265898199577,,0.17424269426986447,0.0954358468258069,,1,4.241143465042114,4.342558860778809
1008,71,"a car, advertisement style, professional photography",0.03594014793634415,0.3037322461605072,0.03780600428581238,0.26886487007141113,0.22823626000796066,0.12881867674678305,,0.25843906513790355,0.14839507500403049,,2,4.2145726680755615,8.283618211746216
1008,400,"a car, advertisement style, professional photography",0.03768575191497803,0.24365916848182678,0.04957219585776329,0.2254467010498047,0.19288052200530503,0.1067336857613293,,0.294972396084963,0.17300153727901282,,2,4.305147647857666,8.536159038543701
1008,507,"a car, advertisement style, professional photography",0.05493452399969101,0.27094602584838867,0.027852358296513557,0.2959032654762268,0.22334979587517192,0.12571399584030715,,0.1895934715696135,0.10472425334406109,,2,4.2998857498168945,8.267966747283936
1009,30,"a car, advertisement style, professional photography",0.10321804136037827,0.2585795819759369,0.03918640315532684,0.2586934566497803,0.18799675689576648,0.10375078410390665,,0.14186023029220443,0.07634529590587788,,6,4.3193864822387695,26.176868200302124
1009,71,"a car, advertisement style, professional photography",0.05345689132809639,0.29509449005126953,0.054006800055503845,0.2337850034236908,0.21217574670806433,0.11867819039802883,,0.23419867721447815,0.13263025382797075,,10,4.1414406299591064,42.71448874473572
1009,400,"a car, advertisement style, professional photography",0.08888550102710724,0.17373177409172058,0.05661055073142052,0.20744812488555908,0.21561536256875038,0.12083457713396722,,0.27544387416160643,0.15971870706486083,,10,4.1927809715271,42.60144281387329
1009,507,"a car, advertisement style, professional photography",0.101304791867733,0.2431425154209137,0.047207579016685486,0.26052600145339966,0.1702513993549871,0.09304633414455386,,0.2002004066588769,0.11123483291816248,,7,4.276673078536987,29.79255723953247
1010,30,"a car, advertisement style, professional photography",0.03303011506795883,0.2735846936702728,0.03738415986299515,0.2542893588542938,0.18502263989447185,0.10194212021186667,,0.27275103942717155,0.15791066956545524,,2,4.248265981674194,8.404442071914673
1010,71,"a car, advertisement style, professional photography",0.04989278316497803,0.28078970313072205,0.046224549412727356,0.27160194516181946,0.2124174661704903,0.11882945967421385,,0.2213072200320419,0.12442127326514474,,1,4.084301948547363,4.139949321746826
1010,400,"a car, advertisement style, professional photography",0.04201192781329155,0.2516798973083496,0.03403138369321823,0.2256876677274704,0.2207735617304114,0.12408401620043094,,0.26203032771884666,0.15076806713608834,,2,4.169201374053955,8.232115268707275
1010,507,"a car, advertisement style, professional photography",0.02598748914897442,0.270280122756958,0.030346615239977837,0.2582787275314331,0.2155191211238611,0.12077412772469662,,0.20856699131712808,0.11642466710009731,,1,4.079685688018799,4.103034973144531
1011,30,"a car, advertisement style, professional photography",0.03315708041191101,0.2861546576023102,0.03377901017665863,0.28007757663726807,0.13819531408490737,0.07422653695877447,,0.26352370300718936,0.1517577313748428,,2,4.077665328979492,8.259356498718262
1011,71,"a car, advertisement style, professional photography",0.04999913275241852,0.2775813043117523,0.049304425716400146,0.2826082110404968,0.19968510367161788,0.11091676489600225,,0.29537494038504997,0.17327853955595104,,1,4.1198766231536865,4.1513893604278564
1011,400,"a car, advertisement style, professional photography",0.04140578955411911,0.2452453374862671,0.0483270138502121,0.21606221795082092,0.24137772629662624,0.1372538778920956,,0.28036616978439194,0.16303829651993992,,2,4.1438751220703125,8.35387396812439
1011,507,"a car, advertisement style, professional photography",0.01994369551539421,0.3559005856513977,0.04902951419353485,0.29508262872695923,0.1973284007931375,0.10946442007341584,,0.2531736278129229,0.14493348180272936,,1,4.189779281616211,4.389091968536377
1012,30,"a car, advertisement style, professional photography",0.03778526186943054,0.24896016716957092,0.03794802352786064,0.25022032856941223,0.2724834963725089,0.15773134223347793,,0.239643572381804,0.13613355172445576,,1,4.414719104766846,4.174807548522949
1012,71,"a car, advertisement style, professional photography",0.037135764956474304,0.23575453460216522,0.038760438561439514,0.2408115714788437,0.22306910994888254,0.12553617686232837,,0.24860249292882447,0.14194521367187823,,2,4.087905168533325,8.456045150756836
1012,400,"a car, advertisement style, professional photography",0.038702283054590225,0.18648460507392883,0.040283121168613434,0.21337881684303284,0.20126443198852678,0.11189217365403065,,0.3099713798259644,0.18341191186375094,,1,4.107572078704834,4.131947755813599
1012,507,"a car, advertisement style, professional photography",0.056323062628507614,0.2950737476348877,0.024639200419187546,0.25283968448638916,0.16273434478078713,0.08857420519227996,,0.24525717966124275,0.1397681627663275,,1,4.165818929672241,4.120888710021973
1013,30,"a car, advertisement style, professional photography",0.036913126707077026,0.264645516872406,0.03345758467912674,0.223219633102417,0.2651065897753997,0.15280857524037214,,0.20448106234146937,0.11388410248726294,,1,4.124197244644165,4.133844614028931
1013,71,"a car, advertisement style, professional photography",0.04059514030814171,0.3021801710128784,0.04594263806939125,0.27684396505355835,0.2057453668559051,0.11466899040231578,,0.259440991987243,0.1490561315224388,,1,4.134385824203491,4.141554832458496
1013,400,"a car, advertisement style, professional photography",0.05845112353563309,0.1784188151359558,0.040380414575338364,0.2073056399822235,0.21248981527786753,0.11887474411463475,,0.2600518589674164,0.14945954613193208,,2,4.121446847915649,8.252501964569092
1013,507,"a car, advertisement style, professional photography",0.04028679430484772,0.22928518056869507,0.04602277651429176,0.26261985301971436,0.22289971494660143,0.12542888954531883,,0.17387886866192848,0.09521759867846935,,1,4.1146461963653564,4.12601375579834
1014,30,"a car, advertisement style, professional photography",0.053806956857442856,0.25392165780067444,0.03259686753153801,0.2705647051334381,0.18350028028342522,0.10101861214095699,,0.15631229364479787,0.08478241372781452,,2,4.125911235809326,8.289814710617065
1014,71,"a car, advertisement style, professional photography",0.030366981402039528,0.2870423197746277,0.022353457286953926,0.2240253984928131,0.2149807349108917,0.12043608692470768,,0.27714037432120725,0.16086068223549588,,2,4.160130739212036,8.31464409828186
1014,400,"a car, advertisement style, professional photography",0.011518631130456924,0.2327651083469391,0.03993077576160431,0.23070591688156128,0.24051383351232025,0.13669549590025615,,0.21885536207603148,0.1228734365265711,,1,4.131130695343018,4.174190998077393
1014,507,"a car, advertisement style, professional photography",0.014623920433223248,0.2743609547615051,0.04377249255776405,0.29822981357574463,0.2365284844484547,0.13412662626884564,,0.23045610201344502,0.130234747308347,,1,4.1383888721466064,4.1998536586761475
1015,30,"a car, advertisement style, professional photography",0.03347943350672722,0.3077431321144104,0.03702937439084053,0.25302350521087646,0.20331870394455348,0.11316347800193448,,0.20385590520170918,0.11349640942076933,,3,4.336559534072876,13.232924938201904
1015,71,"a car, advertisement style, professional photography",0.046404872089624405,0.27473241090774536,0.03527262434363365,0.25987347960472107,0.2263059413966404,0.12759017870379727,,0.23145251233522968,0.13087152842209276,,1,4.246214866638184,4.462074041366577
1015,400,"a car, advertisement style, professional photography",0.034415774047374725,0.29681724309921265,0.030780388042330742,0.19620171189308167,0.19374674752517912,0.10726444246582376,,0.28317599473403143,0.16494177292393,,1,4.190500974655151,4.280482292175293
1015,507,"a car, advertisement style, professional photography",0.03435530513525009,0.2741748094558716,0.019656982272863388,0.28937554359436035,0.20857980773946236,0.11643265442033279,,0.22921651598905313,0.12944355900491847,,1,4.39741325378418,4.304245710372925
1016,30,"a car, advertisement style, professional photography",0.032284077256917953,0.2707268297672272,0.01729118451476097,0.26433902978897095,0.24180773372368233,0.13753202013956242,,0.24374146153600473,0.13878449932055537,,3,4.322836637496948,12.671590566635132
1016,71,"a car, advertisement style, professional photography",0.05908912047743797,0.2608022689819336,0.03751715272665024,0.27121153473854065,0.24836016650865794,0.14178723404255159,,0.2676015127906766,0.15446879877011768,,4,4.150917291641235,17.406923532485962
1016,400,"a car, advertisement style, professional photography",0.04456162452697754,0.22290170192718506,0.04090580344200134,0.23605352640151978,0.23519329023159227,0.13326858371778189,,0.30235947845305555,0.17810571505231773,,3,4.407259702682495,13.144405126571655
1016,507,"a car, advertisement style, professional photography",0.06388072669506073,0.25744688510894775,0.041934918612241745,0.2920953035354614,0.21310440321251314,0.11925957177512794,,0.21662119837170096,0.12146673415443314,,5,4.365237712860107,21.90255379676819
1017,30,"a car, advertisement style, professional photography",0.03529540076851845,0.2819734811782837,0.04066098853945732,0.297075480222702,0.19715755422192383,0.10935928154664908,,0.23150999208755974,0.13090828413782332,,1,4.451377868652344,4.534788370132446
1017,71,"a car, advertisement style, professional photography",0.044245317578315735,0.2639407217502594,0.037275999784469604,0.2603043019771576,0.2292148360635248,0.12944248755010165,,0.28912396653766664,0.16899176875217156,,1,4.422616481781006,4.527332782745361
1017,400,"a car, advertisement style, professional photography",0.06772065907716751,0.1626276820898056,0.04557610675692558,0.20203514397144318,0.21711698067250418,0.12177859053811302,,0.30589207461766305,0.18056233049110887,,1,4.397588491439819,4.232605457305908
1017,507,"a car, advertisement style, professional photography",0.047635577619075775,0.2957410514354706,0.03653879463672638,0.2545945644378662,0.21287345513640685,0.11911493126011582,,0.24970439280138484,0.1426641261042769,,2,4.206702470779419,8.609232425689697
1018,30,"a car, advertisement style, professional photography",0.05294070765376091,0.2716407775878906,0.04867824912071228,0.26494359970092773,0.1708072601822385,0.0933784924740148,,0.2621257334186832,0.15083124186213132,,2,4.153527021408081,8.570349216461182
1018,71,"a car, advertisement style, professional photography",0.05040045082569122,0.25499188899993896,0.04528503119945526,0.2835099995136261,0.23460454832504551,0.13289064983980076,,0.27667599150426647,0.1605478659778887,,1,4.099393844604492,4.143413066864014
1018,400,"a car, advertisement style, professional photography",0.038511909544467926,0.1596880555152893,0.04944765940308571,0.2327491044998169,0.22463768069840134,0.1265306122448958,,0.24471956903001466,0.13941907242986268,,1,4.252752780914307,4.475237131118774
1018,507,"a car, advertisement style, professional photography",0.03872191905975342,0.2731185555458069,0.03803176432847977,0.293193519115448,0.18434318435142522,0.10152975121127876,,0.23189199014409592,0.1311526158291183,,2,4.153580665588379,8.260133981704712
1019,30,"a car, advertisement style, professional photography",0.03984486684203148,0.2709066569805145,0.043917104601860046,0.24615080654621124,0.2525125138173736,0.14450032762498322,,0.23380450580832915,0.13237747856117213,,1,4.097589015960693,4.146026372909546
1019,71,"a car, advertisement style, professional photography",0.03761935979127884,0.2609868347644806,0.04962000623345375,0.29893267154693604,0.19218226838149732,0.10630621963538281,,0.24626262826634476,0.14042161195145533,,1,4.0849082469940186,4.138230323791504
1019,400,"a car, advertisement style, professional photography",0.0666646957397461,0.21281810104846954,0.044976722449064255,0.21645551919937134,0.2514881620547225,0.14382983124471854,,0.28851690618526815,0.16857712922029325,,5,4.224437475204468,21.740185499191284
1019,507,"a car, advertisement style, professional photography",0.05346348509192467,0.2430173009634018,0.039344049990177155,0.2800431251525879,0.19304092484693194,0.10683192991315876,,0.21523698874571542,0.12059695760704785,,2,4.1693830490112305,8.727277278900146
