epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
1,0.03758624346911415,0.02866422652732581,0.017999145433245118,0.06024700562538933,0.009466184444594666,0.35762787505614857,0.08935740082553581,0.001,0.23948794828866385,7.655937194824219,13.112923357560506,53471.757630733955
2,0.0242925506885633,0.0179554286878556,0.014306474800321682,0.011333421503832517,0.0017836159393422243,0.34769895697428177,0.06207416335588383,0.001,0.07151639723211281,6.2515833377838135,15.609040804225897,63650.423814829155
3,0.01553435392739359,0.012327338510658592,0.013508563176228488,0.009368416545373843,0.0014990815663833386,0.3464742603380818,0.05267379225418356,0.001,0.06052793543939748,6.146252632141113,16.741860143110667,68269.82483131469
4,0.012366242498959883,0.011374592082574964,0.013406257853219824,0.007778307115120336,0.0023488129348655747,0.3425037705701245,0.048796077628238975,0.001,0.05555274651562872,6.382986068725586,17.229634739250425,70258.87869857697
5,0.011942698258506365,0.010940163396298885,0.013247448081258406,0.006794634209714891,0.004142127563591954,0.3358973405085319,0.04764530361814748,0.001,0.04946985619127258,6.210607051849365,17.624560593445068,71869.30468190541
6,0.011646346150597266,0.010978284757584333,0.013179019709263952,0.00612284134965667,0.005546681094175774,0.3272231750744433,0.04645404210487335,0.001,0.04179866200944116,6.784193754196167,17.648650140524317,71967.5400984092
7,0.011547979121365824,0.010842105548363179,0.013104221691215827,0.005599951794879003,0.005564863147013936,0.32013880516871934,0.0455183339016589,0.001,0.04158065284887129,5.964196681976318,17.982777951994276,73330.04709921402
8,0.011478822947718388,0.011138057103380561,0.013133025089324998,0.005113776626973605,0.004648018066486544,0.3143495326199807,0.04465702217310851,0.001,0.036449160965636745,5.985043287277222,18.22660292058226,74324.31654553222
9,0.011234269908452329,0.010499271680600941,0.013167553165665835,0.004742850087706215,0.003689935938878493,0.31027127568386803,0.04381610359265353,0.001,0.035559938435465836,6.072688817977905,18.40087560443326,75034.96495139124
10,0.010993127395545156,0.010286236298270524,0.013277797882776122,0.004233478955262579,0.0027847410957059586,0.3077582290842513,0.04310579415235653,0.001,0.03303795020011338,6.3693249225616455,18.451620267063188,75241.89184815431
11,0.0109352159413917,0.01043084601406008,0.013311029581183737,0.0038556167413288157,0.002158408569872441,0.306335925809608,0.04274855356467195,0.001,0.03246669106431736,5.9603822231292725,18.597857121314973,75838.21274474687
12,0.010982165690357527,0.010166169900912791,0.013335501351817087,0.003593472554155987,0.0018150129245809656,0.3054496463665292,0.042606999758007545,0.001,0.032922432565492044,6.281921625137329,18.651389692100672,76056.51031048766
13,0.010849516253826047,0.010011959238909185,0.013379025727141001,0.003294747091891352,0.0014887835680360883,0.30490242129515027,0.04231232351311752,0.001,0.02989394154615146,5.8916990756988525,18.777685998263347,76571.52054475037
14,0.010807274579078206,0.010094241122715175,0.013418766947016736,0.0030365580181044736,0.0012699303949398012,0.304481145271585,0.04214152165025681,0.001,0.02881381833109974,6.1999993324279785,18.8238645659009,76759.82823454749
15,0.010760022419666455,0.010348379786591977,0.013456434480969079,0.002867643076787926,0.00110211003425508,0.30422272194515576,0.04200941638680453,0.001,0.027719358536453288,6.525836229324341,18.804761971527757,76681.93100778149
