epoch,train_sinkhorn,val_sinkhorn,loss,lr,wall_time,diag_bce,leak_loss,ortho_loss,recon_loss,consistency_loss,total_loss,grad_norm,it_per_sec,samples_per_sec
1,0.055090313914454785,0.05290508806342032,0.23763991117340288,0.0005,129.27494192123413,0.011781331743085129,0.49953740142697206,0.19227152418322357,0.18753104927761058,0.1968498955612168,0.23763991117340288,0.17961291576295726,5.043271593624414,20644.863673634813
2,0.06148173683465807,0.03205343372211224,0.11025013677598021,0.0005,176.41938757896423,0.013393884034758788,0.14579606353322422,0.011728882759258128,0.05504343439282084,0.0564215234280821,0.11025013677598021,0.046305026093417884,4.2644607365640805,17456.76598403439
3,0.046643175801799344,0.027937998222868618,0.07477197229674377,0.0005,123.4191734790802,0.013954781057267376,0.09270915527330952,0.002459295775721341,0.023717588519368983,0.023338192471080214,0.07477197229674377,0.05457490529476499,4.556219828542887,18651.09540657592
4,0.04302630514089315,0.025504888512375878,0.0662830428546991,0.0005,177.76359510421753,0.014231790427084258,0.08261999097064229,0.0016629179603773014,0.012180482493027861,0.012173999258048513,0.0662830428546991,0.051594735134644375,4.295328846530537,17583.126202059262
5,0.04200906354499741,0.024815529107865764,0.06293789371361555,0.0005,123.36664342880249,0.014525487703311206,0.07737100590591782,0.0018011297711186922,0.0070317205201628746,0.0070279366301052686,0.06293789371361555,0.05545636832691226,4.461848298517723,18264.781244189806
6,0.041502170841798094,0.024291420968749176,0.06099128636180321,0.0005,177.12303161621094,0.014713114893143893,0.07393371822323902,0.0020957040362827124,0.003971983982890021,0.003989171622780958,0.06099128636180321,0.06905493249351079,4.309002104068486,17639.098342914127
7,0.04098862225612614,0.023503886967352252,0.059323291229034146,0.0005,177.94933533668518,0.014828094345534597,0.07113372023714466,0.0018914402113474644,0.0018069888399935333,0.0018139600848773368,0.059323291229034146,0.08103975561087483,4.202980350287681,17205.09342612628
8,0.040354332686659014,0.023608818218657155,0.05782008673047627,0.0005,123.35180020332336,0.014977627552394394,0.06893265597019459,0.001055304707828595,0.000634206911419344,0.000636388893438106,0.05782008673047627,0.06718144434978443,4.313082461644597,17655.801490571917
9,0.040004581892920055,0.023995799398640306,0.056874967705900496,0.0005,177.51430559158325,0.01514828750475144,0.06701131865519322,0.0005335376542679355,0.00032063113343209153,0.0003213927041213571,0.056874967705900496,0.04841058802408126,4.231145743278636,17320.38975793283
10,0.03973718444056855,0.023259137075666975,0.05614843025668738,0.0005,123.38835859298706,0.015287399941918217,0.06528926985281194,0.0004321707061323533,0.00022834225886635641,0.00022877056415973409,0.05614843025668738,0.04123432618605853,4.317174571118941,17672.552730347703
11,0.039531748021947095,0.023254149207254736,0.055561122760102166,0.0005,177.3078851699829,0.015441751307550749,0.06383905099830561,0.00037992477816812755,0.00015793081516352842,0.00015826429245494267,0.055561122760102166,0.03791268420137145,4.249715618278769,17396.406402825167
12,0.039249991615262866,0.023386574781885962,0.05490510429008617,0.0005,42.75202965736389,0.015573024904024017,0.06236184265555963,0.00039038244759004374,0.0001278895696113029,0.00012824809213259623,0.05490510429008617,0.03723534923103964,4.521250518415788,18507.94701228484
13,0.03906517929506082,0.023228482774844985,0.05439160715831143,0.0005,28.869051456451416,0.015712550195631073,0.06107109226286411,0.0003714237651042069,0.00010738431870342057,0.0001077398915381058,0.05439160715831143,0.0351008843384866,4.817650257076149,19721.272976985234
14,0.03884644854379578,0.02322696290183358,0.05391706066811654,0.0005,28.902976989746094,0.015785536837358415,0.06004735461773317,0.0003922788354056099,9.750366745965892e-05,9.795219600939854e-05,0.05391706066811654,0.034874193493185414,5.104119554938501,20893.94822798338
15,0.038575480292134125,0.02297635392354029,0.05336243657751811,0.0005,82.15471982955933,0.01586215597137443,0.05892723614201407,0.0003425260047765593,0.00010425343322035559,0.00010469306080769591,0.05336243657751811,0.03192038790100008,5.2282127622941825,21401.929482566007
16,0.03837038939990149,0.022791480645537376,0.05287965229719335,0.0005,70.81579446792603,0.015985870948118482,0.057836582952756094,0.00033286019133588164,8.395411006937038e-05,8.43572896230588e-05,0.05287965229719335,0.03134520289893805,5.373091501771699,21994.99726362928
17,0.038206633654611605,0.022890933062426927,0.0524593585742342,0.0005,28.80394411087036,0.016094477098732272,0.05680214452551552,0.00036838065612655166,7.65740931210586e-05,7.693313318947501e-05,0.0524593585742342,0.031884032755838766,5.62516250393443,23026.86151406151
18,0.038115539399484186,0.022967731852720424,0.052116281481087816,0.0005,29.076062202453613,0.016219224926495662,0.055828446888027745,0.0003123478364708985,6.18524558253767e-05,6.210330367066713e-05,0.052116281481087816,0.02995700419143391,5.869443328505189,24026.83631732218
19,0.03806857416189156,0.02279613862132154,0.051836859661007054,0.0005,28.610310077667236,0.01633057801304328,0.054883655246370046,0.0003423861786482093,6.55442174119472e-05,6.578647916971569e-05,0.051836859661007054,0.030166667977496526,6.108123873054305,25003.886070083605
20,0.03796394004206533,0.02253111951598307,0.05155536587267223,0.0005,29.12998914718628,0.01644263317682809,0.05419316690163744,0.00031898239413844106,5.606369879744887e-05,5.629495903947805e-05,0.05155536587267223,0.028986764686079296,6.338562095056985,25947.195569703483
21,0.037883262372821386,0.022592269247624933,0.051309417247491176,0.0005,28.538891315460205,0.016554675944880838,0.053536859255261214,0.0003156915147219423,5.17446824065656e-05,5.196441141635849e-05,0.051309417247491176,0.02862553809843729,6.564123202145631,26870.540333621197
