epoch,train_emd,val_emd,diag_bce,leak_loss,ortho_loss,recon_loss,total_loss,lr,grad_norm,epoch_seconds,it_per_sec,samples_per_sec
1,0.02517329452936452,0.018460248074517016,0.020620595998033606,0.05335304975235389,9.318591054701242e-06,0.0006685474400224301,0.038579343570560705,0.001,0.07026637614736093,33.01799774169922,14.611557388234981,59813.06330462157
2,0.01664355816176744,0.014314347446509978,0.01877983140136384,0.020056483412927095,1.3639383164417564e-05,0.0006038154437180974,0.021719424497687465,0.001,0.023694311727146887,29.99983239173889,17.46709928598217,71502.36480894475
3,0.014810193501458577,0.013220352745365078,0.01924860046068035,0.016108072942774172,1.0754473878254976e-05,0.0005836515231922189,0.018896652336859165,0.001,0.01814102091929344,31.563790321350098,18.407046639167326,75350.08831000645
4,0.013970697891435648,0.012783647753389143,0.019168293669225615,0.013709085092142774,7.801152748660197e-06,0.0005751576988302183,0.01745626504962923,0.001,0.01608058292721541,30.915563583374023,19.00735786964831,77807.49090149379
5,0.013625558987088456,0.012346230878880838,0.01903168305731807,0.012041454183429114,5.556964821122399e-06,0.0005704226482772422,0.01669352049425557,0.001,0.015067710928287518,29.947256326675415,19.49928011877013,79821.19684357506
6,0.013233726042854183,0.011843291860891551,0.01874951764289861,0.010776290434349809,4.064253757818722e-06,0.0005679288195186164,0.01598499795876928,0.001,0.013437037893279564,30.93058133125305,19.741613326461117,80813.20017475823
7,0.012893839312168809,0.011737862783597737,0.018442315546555753,0.009757693668404606,3.0860753233921694e-06,0.0005663379499555903,0.01539020513179786,0.001,0.012471171509491657,30.931598901748657,19.919467373176282,81541.25436531671
8,0.012578300881753761,0.011172066987832872,0.018165423649083252,0.008902119821868837,2.5147318721291766e-06,0.0005723207535870671,0.01486131438576689,0.001,0.011761344762867533,30.029255867004395,20.124758886371016,82381.62451687748
9,0.012447865365610166,0.011098349841720447,0.01812602382758918,0.008329111949877779,1.602630977761181e-06,0.0005762288326353257,0.014587926499440919,0.001,0.010909027330708787,30.198391914367676,20.2752798972627,82997.7870003558
10,0.012374951554165205,0.011061555921758821,0.018096515880269143,0.007896656526161209,1.6407357079735052e-06,0.0005754315922111044,0.014406822918497415,0.001,0.010281882894459677,30.49474287033081,20.37836154522335,83419.7592724621
